numsamples,filling,L,N,J,V,W,ts,unconstrained,energy,avrgtimeavrgcorr
20,0.75,12,9,1,4,1.0,0.08708309579310353,true,2.0,0.9839042684191548
20,0.75,12,9,1,4,1.0,0.08708309579310353,true,0.0,0.9808800750342159
20,0.75,12,9,1,16,20.0,0.08708309579310353,true,4.0,0.9884427124684385
20,0.75,12,9,1,16,20.0,0.08708309579310353,true,5.0,0.9904975956835078
20,0.75,12,9,1,16,20.0,0.08708309579310353,true,2.0,0.9866739864618853
20,0.75,12,9,1,16,20.0,0.08708309579310353,true,0.0,0.9850612943841459
20,0.75,12,9,1,1,20.0,0.08708309579310353,true,4.0,0.9866222026165808
20,0.75,12,9,1,1,20.0,0.08708309579310353,true,5.0,0.9881066532503576
20,0.75,12,9,1,1,20.0,0.08708309579310353,true,2.0,0.9851270915550508
20,0.75,12,9,1,1,20.0,0.08708309579310353,true,0.0,0.9821934085178227
20,0.75,12,9,1,4,20.0,0.08708309579310353,true,4.0,0.9867502897617004
20,0.75,12,9,1,4,20.0,0.08708309579310353,true,5.0,0.9882607085023732
20,0.75,12,9,1,4,20.0,0.08708309579310353,true,2.0,0.9852176616267477
20,0.75,12,9,1,4,20.0,0.08708309579310353,true,0.0,0.9824260958106347
20,0.75,12,9,1,16,0.0,0.09552004146864093,true,4.0,0.986399850306104
20,0.75,12,9,1,16,0.0,0.09552004146864093,true,5.0,0.9892953133494432
20,0.75,12,9,1,16,0.0,0.09552004146864093,true,2.0,0.9842401329068464
20,0.75,12,9,1,16,0.0,0.09552004146864093,true,0.0,0.9827684987322798
20,0.75,12,9,1,1,0.0,0.09552004146864093,true,4.0,0.9835153783491882
20,0.75,12,9,1,1,0.0,0.09552004146864093,true,5.0,0.9853490472361617
20,0.75,12,9,1,1,0.0,0.09552004146864093,true,2.0,0.9816885000712957
20,0.75,12,9,1,1,0.0,0.09552004146864093,true,0.0,0.9780785910008227
20,0.75,12,9,1,4,0.0,0.09552004146864093,true,4.0,0.9837400828574427
20,0.75,12,9,1,4,0.0,0.09552004146864093,true,5.0,0.9856195419637023
20,0.75,12,9,1,4,0.0,0.09552004146864093,true,2.0,0.9818482299186552
20,0.75,12,9,1,4,0.0,0.09552004146864093,true,0.0,0.9784808851464422
20,0.75,12,9,1,16,1.0,0.09552004146864093,true,4.0,0.9864024948885519
20,0.75,12,9,1,16,1.0,0.09552004146864093,true,5.0,0.9892964765803308
20,0.75,12,9,1,16,1.0,0.09552004146864093,true,2.0,0.9842433224275141
20,0.75,12,9,1,16,1.0,0.09552004146864093,true,0.0,0.9827712065156459
20,0.75,12,9,1,1,1.0,0.09552004146864093,true,4.0,0.9835199815319481
20,0.75,12,9,1,1,1.0,0.09552004146864093,true,5.0,0.985353124877278
20,0.75,12,9,1,1,1.0,0.09552004146864093,true,2.0,0.9816935712415109
20,0.75,12,9,1,1,1.0,0.09552004146864093,true,0.0,0.9780846778246642
20,0.75,12,9,1,4,1.0,0.09552004146864093,true,4.0,0.9837444974077754
20,0.75,12,9,1,4,1.0,0.09552004146864093,true,5.0,0.9856233940235818
20,0.75,12,9,1,4,1.0,0.09552004146864093,true,2.0,0.9818531654979855
20,0.75,12,9,1,4,1.0,0.09552004146864093,true,0.0,0.9784866540753211
20,0.75,12,9,1,16,20.0,0.09552004146864093,true,4.0,0.9873565667269817
20,0.75,12,9,1,16,20.0,0.09552004146864093,true,5.0,0.9897554358710641
20,0.75,12,9,1,16,20.0,0.09552004146864093,true,2.0,0.9853932495358627
20,0.75,12,9,1,16,20.0,0.09552004146864093,true,0.0,0.9837754996220148
20,0.75,12,9,1,1,20.0,0.09552004146864093,true,4.0,0.985130869086017
20,0.75,12,9,1,1,20.0,0.09552004146864093,true,5.0,0.9867803546329592
20,0.75,12,9,1,1,20.0,0.09552004146864093,true,2.0,0.983467103591566
20,0.75,12,9,1,1,20.0,0.09552004146864093,true,0.0,0.9802139562306911
20,0.75,12,9,1,4,20.0,0.09552004146864093,true,4.0,0.9852938374320174
20,0.75,12,9,1,4,20.0,0.09552004146864093,true,5.0,0.9869769755401828
20,0.75,12,9,1,4,20.0,0.09552004146864093,true,2.0,0.983582666429664
